home_team,away_team,home_score,away_score,tournament,neutral,home_team_total_points,away_team_total_points,home_B1_overall,home_B2_overall,home_B3_overall,home_B4_overall,home_M1_overall,home_M2_overall,home_M3_overall,home_M4_overall,home_T1_overall,home_T2_overall,home_K1_overall,home_B1_preferred_foot,home_B2_preferred_foot,home_B3_preferred_foot,home_B4_preferred_foot,home_M1_preferred_foot,home_M2_preferred_foot,home_M3_preferred_foot,home_M4_preferred_foot,home_T1_preferred_foot,home_T2_preferred_foot,home_K1_preferred_foot,home_B1_pace,home_B2_pace,home_B3_pace,home_B4_pace,home_M1_pace,home_M2_pace,home_M3_pace,home_M4_pace,home_T1_pace,home_T2_pace,home_K1_pace,home_B1_shooting,home_B2_shooting,home_B3_shooting,home_B4_shooting,home_M1_shooting,home_M2_shooting,home_M3_shooting,home_M4_shooting,home_T1_shooting,home_T2_shooting,home_K1_shooting,home_B1_passing,home_B2_passing,home_B3_passing,home_B4_passing,home_M1_passing,home_M2_passing,home_M3_passing,home_M4_passing,home_T1_passing,home_T2_passing,home_K1_passing,home_B1_dribbling,home_B2_dribbling,home_B3_dribbling,home_B4_dribbling,home_M1_dribbling,home_M2_dribbling,home_M3_dribbling,home_M4_dribbling,home_T1_dribbling,home_T2_dribbling,home_K1_dribbling,home_B1_defending,home_B2_defending,home_B3_defending,home_B4_defending,home_M1_defending,home_M2_defending,home_M3_defending,home_M4_defending,home_T1_defending,home_T2_defending,home_K1_defending,home_B1_physic,home_B2_physic,home_B3_physic,home_B4_physic,home_M1_physic,home_M2_physic,home_M3_physic,home_M4_physic,home_T1_physic,home_T2_physic,home_K1_physic,home_B1_goalkeeping_diving,home_B2_goalkeeping_diving,home_B3_goalkeeping_diving,home_B4_goalkeeping_diving,home_M1_goalkeeping_diving,home_M2_goalkeeping_diving,home_M3_goalkeeping_diving,home_M4_goalkeeping_diving,home_T1_goalkeeping_diving,home_T2_goalkeeping_diving,home_K1_goalkeeping_diving,home_B1_goalkeeping_handling,home_B2_goalkeeping_handling,home_B3_goalkeeping_handling,home_B4_goalkeeping_handling,home_M1_goalkeeping_handling,home_M2_goalkeeping_handling,home_M3_goalkeeping_handling,home_M4_goalkeeping_handling,home_T1_goalkeeping_handling,home_T2_goalkeeping_handling,home_K1_goalkeeping_handling,home_B1_goalkeeping_kicking,home_B2_goalkeeping_kicking,home_B3_goalkeeping_kicking,home_B4_goalkeeping_kicking,home_M1_goalkeeping_kicking,home_M2_goalkeeping_kicking,home_M3_goalkeeping_kicking,home_M4_goalkeeping_kicking,home_T1_goalkeeping_kicking,home_T2_goalkeeping_kicking,home_K1_goalkeeping_kicking,home_B1_goalkeeping_positioning,home_B2_goalkeeping_positioning,home_B3_goalkeeping_positioning,home_B4_goalkeeping_positioning,home_M1_goalkeeping_positioning,home_M2_goalkeeping_positioning,home_M3_goalkeeping_positioning,home_M4_goalkeeping_positioning,home_T1_goalkeeping_positioning,home_T2_goalkeeping_positioning,home_K1_goalkeeping_positioning,home_B1_goalkeeping_reflexes,home_B2_goalkeeping_reflexes,home_B3_goalkeeping_reflexes,home_B4_goalkeeping_reflexes,home_M1_goalkeeping_reflexes,home_M2_goalkeeping_reflexes,home_M3_goalkeeping_reflexes,home_M4_goalkeeping_reflexes,home_T1_goalkeeping_reflexes,home_T2_goalkeeping_reflexes,home_K1_goalkeeping_reflexes,home_B1_Position_Best_Rating,home_B2_Position_Best_Rating,home_B3_Position_Best_Rating,home_B4_Position_Best_Rating,home_M1_Position_Best_Rating,home_M2_Position_Best_Rating,home_M3_Position_Best_Rating,home_M4_Position_Best_Rating,home_T1_Position_Best_Rating,home_T2_Position_Best_Rating,home_K1_Position_Best_Rating,away_B1_overall,away_B2_overall,away_B3_overall,away_B4_overall,away_M1_overall,away_M2_overall,away_M3_overall,away_M4_overall,away_T1_overall,away_T2_overall,away_K1_overall,away_B1_preferred_foot,away_B2_preferred_foot,away_B3_preferred_foot,away_B4_preferred_foot,away_M1_preferred_foot,away_M2_preferred_foot,away_M3_preferred_foot,away_M4_preferred_foot,away_T1_preferred_foot,away_T2_preferred_foot,away_K1_preferred_foot,away_B1_pace,away_B2_pace,away_B3_pace,away_B4_pace,away_M1_pace,away_M2_pace,away_M3_pace,away_M4_pace,away_T1_pace,away_T2_pace,away_K1_pace,away_B1_shooting,away_B2_shooting,away_B3_shooting,away_B4_shooting,away_M1_shooting,away_M2_shooting,away_M3_shooting,away_M4_shooting,away_T1_shooting,away_T2_shooting,away_K1_shooting,away_B1_passing,away_B2_passing,away_B3_passing,away_B4_passing,away_M1_passing,away_M2_passing,away_M3_passing,away_M4_passing,away_T1_passing,away_T2_passing,away_K1_passing,away_B1_dribbling,away_B2_dribbling,away_B3_dribbling,away_B4_dribbling,away_M1_dribbling,away_M2_dribbling,away_M3_dribbling,away_M4_dribbling,away_T1_dribbling,away_T2_dribbling,away_K1_dribbling,away_B1_defending,away_B2_defending,away_B3_defending,away_B4_defending,away_M1_defending,away_M2_defending,away_M3_defending,away_M4_defending,away_T1_defending,away_T2_defending,away_K1_defending,away_B1_physic,away_B2_physic,away_B3_physic,away_B4_physic,away_M1_physic,away_M2_physic,away_M3_physic,away_M4_physic,away_T1_physic,away_T2_physic,away_K1_physic,away_B1_goalkeeping_diving,away_B2_goalkeeping_diving,away_B3_goalkeeping_diving,away_B4_goalkeeping_diving,away_M1_goalkeeping_diving,away_M2_goalkeeping_diving,away_M3_goalkeeping_diving,away_M4_goalkeeping_diving,away_T1_goalkeeping_diving,away_T2_goalkeeping_diving,away_K1_goalkeeping_diving,away_B1_goalkeeping_handling,away_B2_goalkeeping_handling,away_B3_goalkeeping_handling,away_B4_goalkeeping_handling,away_M1_goalkeeping_handling,away_M2_goalkeeping_handling,away_M3_goalkeeping_handling,away_M4_goalkeeping_handling,away_T1_goalkeeping_handling,away_T2_goalkeeping_handling,away_K1_goalkeeping_handling,away_B1_goalkeeping_kicking,away_B2_goalkeeping_kicking,away_B3_goalkeeping_kicking,away_B4_goalkeeping_kicking,away_M1_goalkeeping_kicking,away_M2_goalkeeping_kicking,away_M3_goalkeeping_kicking,away_M4_goalkeeping_kicking,away_T1_goalkeeping_kicking,away_T2_goalkeeping_kicking,away_K1_goalkeeping_kicking,away_B1_goalkeeping_positioning,away_B2_goalkeeping_positioning,away_B3_goalkeeping_positioning,away_B4_goalkeeping_positioning,away_M1_goalkeeping_positioning,away_M2_goalkeeping_positioning,away_M3_goalkeeping_positioning,away_M4_goalkeeping_positioning,away_T1_goalkeeping_positioning,away_T2_goalkeeping_positioning,away_K1_goalkeeping_positioning,away_B1_goalkeeping_reflexes,away_B2_goalkeeping_reflexes,away_B3_goalkeeping_reflexes,away_B4_goalkeeping_reflexes,away_M1_goalkeeping_reflexes,away_M2_goalkeeping_reflexes,away_M3_goalkeeping_reflexes,away_M4_goalkeeping_reflexes,away_T1_goalkeeping_reflexes,away_T2_goalkeeping_reflexes,away_K1_goalkeeping_reflexes,away_B1_Position_Best_Rating,away_B2_Position_Best_Rating,away_B3_Position_Best_Rating,away_B4_Position_Best_Rating,away_M1_Position_Best_Rating,away_M2_Position_Best_Rating,away_M3_Position_Best_Rating,away_M4_Position_Best_Rating,away_T1_Position_Best_Rating,away_T2_Position_Best_Rating,away_K1_Position_Best_Rating
France,Portugal,2,1,Friendly,FALSE,1202,1150,81,81,81,81,84,83,83,83,88,85,85,1,0,1,0,0,1,0,0,0,0,1,67,81,68,76,79,78,53,76,89,84,0,29,40,33,45,76,67,50,78,78,84,0,56,62,60,60,84,76,77,79,85,75,0,55,65,57,62,86,76,71,83,92,82,0,83,83,80,83,39,84,79,73,29,30,0,80,75,83,76,60,82,82,88,62,74,0,10,13,14,11,5,8,12,5,15,13,86,11,11,12,11,9,11,6,6,6,11,81,5,9,9,9,13,5,15,2,9,5,71,14,11,7,5,15,10,5,4,7,5,81,5,7,8,14,8,14,7,3,10,7,88,81,81,81,81,84,83,83,83,88,85,85,83,80,79,79,83,82,80,80,92,81,81,0,0,1,0,0,0,1,0,0,0,0,73,64,80,85,74,85,68,63,93,84,0,51,60,65,58,75,76,72,67,93,79,0,58,60,73,72,83,81,82,78,81,79,0,59,64,79,75,82,84,78,73,91,86,0,84,80,75,75,71,33,75,69,32,27,0,83,84,76,77,72,56,74,77,79,64,0,8,14,6,11,13,7,15,6,7,5,82,15,12,12,13,15,11,6,8,11,10,79,5,15,15,9,15,6,8,12,15,13,78,9,8,14,9,13,11,7,8,14,6,79,10,14,13,6,13,5,14,14,11,6,84,83,80,79,79,83,82,80,80,92,82,81
Guinea,Ghana,1,1,African Cup of Nations qualification,TRUE,557,661,68,67,65,66,73,71,71,69,76,77,58,1,0,0,1,1,0,0,1,1,0,0,62,78,61,77,80,78,78,81,88,91,0,44,57,58,57,66,70,49,67,62,68,0,60,59,54,62,72,69,64,66,71,66,0,51,74,64,67,74,74,79,71,84,83,0,66,59,63,61,69,42,41,30,36,28,0,81,74,83,70,80,68,55,68,50,67,0,7,6,13,12,2,7,8,10,5,10,57,9,13,8,12,2,13,5,15,5,6,53,7,14,15,9,4,13,15,12,10,6,60,10,13,7,7,2,7,12,11,7,7,52,10,8,12,11,4,12,9,15,6,5,68,68,68,67,65,74,72,71,69,78,78,58,72,72,71,71,78,76,76,75,80,79,67,0,0,0,0,1,1,1,0,0,1,0,82,82,69,90,81,91,70,64,77,84,0,68,37,60,49,72,64,74,68,80,74,0,69,52,63,62,74,72,73,70,78,75,0,76,61,69,70,80,73,74,70,81,82,0,68,72,69,67,62,65,74,74,70,69,0,73,77,80,75,78,76,83,77,84,82,0,14,13,11,5,9,9,2,2,5,4,68,4,8,5,15,5,15,4,2,10,3,67,8,6,14,10,11,6,4,2,14,2,66,12,15,10,6,6,14,2,2,15,3,64,13,7,15,9,14,13,4,4,5,4,71,73,72,71,71,78,76,76,75,82,80,67
Poland,Germany,2,0,UEFA Euro qualification,FALSE,436,1765,79,75,75,72,79,82,75,75,87,82,80,0,0,0,0,0,0,1,1,0,0,0,52,55,63,78,59,81,79,67,80,87,0,29,39,65,52,57,67,70,75,84,74,0,44,54,71,61,70,73,76,76,74,79,0,43,51,67,60,60,74,76,74,85,83,0,81,75,74,72,80,81,37,47,39,58,0,78,83,78,80,86,82,66,63,78,72,0,10,5,7,5,15,14,8,5,15,14,83,14,11,11,14,14,11,11,7,6,8,79,5,15,5,12,8,14,12,11,12,9,70,8,9,11,5,6,6,14,13,8,13,76,10,15,7,15,7,12,11,12,10,15,84,79,75,74,73,79,78,76,75,87,82,80,86,85,83,81,88,87,86,85,86,86,90,0,0,0,0,0,0,1,0,0,0,0,66,77,31,66,61,76,74,58,91,81,0,59,50,41,56,81,56,74,81,86,84,0,75,66,57,68,85,84,86,89,84,82,0,71,69,48,66,82,83,87,84,86,80,0,88,83,87,85,78,87,27,58,33,46,0,78,82,76,82,80,67,58,69,65,72,0,15,7,12,13,14,11,6,10,12,6,87,6,12,13,7,14,12,14,11,12,7,85,10,15,5,8,13,5,10,13,13,11,92,5,6,12,14,13,14,6,7,13,14,90,6,5,8,15,11,5,14,10,11,14,86,86,85,83,82,88,87,86,86,87,86,90
Romania,Hungary,1,1,UEFA Euro qualification,FALSE,837,548,74,74,73,70,74,73,76,77,77,72,74,0,0,1,0,0,0,0,1,0,0,0,68,61,73,64,74,69,81,78,76,82,0,52,48,57,29,71,52,65,55,71,66,0,60,56,70,42,71,67,59,60,78,66,0,51,60,66,51,72,56,66,66,81,75,0,75,75,73,72,38,73,77,81,40,36,0,79,79,72,73,60,76,74,78,52,57,0,9,9,8,15,12,7,6,8,13,13,71,7,8,12,8,13,6,10,11,7,8,73,14,15,10,15,13,11,9,11,8,14,75,8,14,15,13,11,7,13,5,8,10,78,12,10,8,6,12,6,12,12,9,11,74,74,74,73,70,74,73,73,72,78,73,74,71,67,67,67,71,71,70,69,79,76,71,0,0,0,0,0,1,0,1,1,0,0,50,80,53,74,89,78,72,49,81,67,0,57,35,51,37,71,67,63,71,79,74,0,50,47,50,56,64,68,68,75,77,59,0,44,48,47,47,73,76,70,65,77,73,0,69,65,65,65,47,32,67,63,26,38,0,77,79,76,75,73,55,75,69,65,79,0,10,15,13,5,6,5,5,5,9,13,72,5,14,12,10,10,5,13,14,6,11,70,11,7,9,8,12,8,5,9,13,5,61,12,5,10,9,14,15,10,11,6,15,67,14,7,7,8,7,6,7,12,9,8,74,71,67,67,67,71,71,70,69,79,76,71
Belarus,Slovakia,1,3,UEFA Euro qualification,FALSE,364,616,67,62,64,62,71,70,69,68,73,72,71,0,0,1,0,0,0,0,0,0,0,0,47,54,65,61,70,63,75,67,67,77,0,49,40,48,55,68,61,64,28,63,69,0,56,56,60,64,72,72,67,55,75,72,0,53,42,57,65,74,71,72,54,77,75,0,69,64,64,64,41,40,45,70,30,52,0,70,78,71,60,60,50,65,71,55,64,0,14,11,15,14,5,12,6,11,6,6,72,11,6,13,9,6,9,14,10,5,9,71,12,12,11,10,8,13,13,6,6,11,67,5,9,12,13,15,9,8,5,15,7,72,7,15,12,5,7,8,5,7,8,12,70,67,65,64,62,71,70,69,68,73,72,71,74,73,71,66,73,81,75,70,82,73,72,0,1,0,1,0,0,0,0,0,0,0,77,52,59,83,66,63,75,83,73,74,0,59,40,28,66,71,38,48,67,77,74,0,59,55,42,64,73,48,65,62,81,69,0,55,58,43,74,74,54,74,76,81,73,0,78,75,75,62,74,82,76,30,58,33,0,74,76,66,55,87,82,71,55,70,70,0,8,6,8,8,13,15,11,9,8,10,75,14,15,7,10,7,5,11,5,6,9,63,6,6,8,14,8,7,14,7,4,9,60,7,7,13,7,14,6,8,12,14,8,76,11,14,10,13,7,11,9,8,14,11,76,74,73,71,66,74,71,71,70,81,73,72
Lithuania,Slovenia,0,2,UEFA Euro qualification,FALSE,309,555,59,59,54,63,72,67,61,58,66,64,75,0,0,0,0,0,0,1,1,1,1,0,58,46,66,54,43,68,67,68,90,60,0,30,26,51,63,60,38,40,57,63,64,0,49,33,58,52,57,45,55,53,59,66,0,64,37,60,52,55,49,59,59,71,64,0,58,60,43,30,75,67,62,28,30,51,0,65,57,51,71,74,77,74,59,59,71,0,15,10,3,14,11,13,8,6,13,6,80,11,6,3,13,9,5,10,7,11,9,76,14,8,2,4,15,8,13,12,14,5,73,9,13,2,12,12,7,15,5,11,9,74,12,14,4,9,5,12,10,6,13,9,70,59,59,50,45,64,62,61,59,68,64,75,72,72,72,70,75,72,72,71,76,77,83,1,1,0,0,1,0,0,0,1,0,0,54,75,54,70,74,65,64,57,72,84,0,31,55,41,41,68,63,69,60,74,60,0,40,68,50,59,77,71,73,71,79,72,0,37,67,48,66,75,68,73,67,76,86,0,76,70,72,70,38,67,53,66,39,40,0,81,77,74,70,69,81,67,71,65,61,0,9,15,8,8,2,13,12,9,12,12,87,8,14,8,9,4,12,6,9,12,10,82,4,13,5,12,4,9,12,9,7,6,65,11,7,6,8,4,10,5,14,11,5,81,11,13,10,13,2,5,10,4,5,15,85,72,72,72,70,75,72,72,71,77,77,83
Mexico,Panama,1,0,Friendly,FALSE,963,540,78,76,74,74,76,76,81,76,82,81,80,1,0,0,0,1,0,0,0,1,1,0,68,61,86,89,83,67,86,73,86,86,0,42,52,56,69,68,68,80,66,77,81,0,60,70,69,70,75,77,64,73,74,69,0,57,50,71,72,82,77,76,74,85,88,0,79,75,73,69,70,56,31,67,30,29,0,79,72,75,71,65,61,63,78,65,55,0,11,14,6,6,6,14,14,5,8,6,83,14,9,6,15,9,14,12,9,14,9,68,13,8,7,5,9,6,9,14,8,11,76,8,6,15,11,10,9,12,6,13,7,78,9,11,5,10,9,11,11,15,10,5,86,78,76,74,74,77,77,77,76,82,82,80,69,66,65,61,72,62,67,63,68,67,71,0,0,1,0,0,0,0,1,0,0,0,57,61,74,81,59,78,68,76,80,79,0,44,34,57,29,47,53,66,39,60,66,0,48,41,62,49,51,62,57,58,64,55,0,45,49,61,58,54,66,65,64,74,67,0,69,67,66,61,70,42,33,61,35,29,0,78,72,75,49,83,47,68,65,56,63,0,7,10,8,9,6,7,12,5,13,5,75,6,15,15,14,12,5,10,10,10,5,67,7,11,9,15,8,14,10,11,12,5,51,11,6,9,9,13,6,13,9,6,10,72,11,12,9,8,12,9,9,7,14,5,76,69,66,65,61,65,64,64,63,69,67,71
Bosnia and Herzegovina,Belgium,1,1,UEFA Euro qualification,FALSE,851,1444,78,71,74,73,78,77,75,75,83,83,82,1,0,0,1,0,1,1,1,0,0,0,57,74,67,81,84,49,70,81,71,72,0,40,49,36,47,71,78,76,73,84,75,0,60,58,49,60,75,83,76,72,68,85,0,47,71,46,64,77,74,77,80,78,84,0,79,74,74,73,70,65,57,42,36,63,0,74,76,76,83,81,73,69,62,71,66,0,9,13,10,14,4,6,14,10,9,7,84,14,6,10,8,11,5,10,10,11,7,81,9,12,14,15,13,6,8,10,13,13,74,5,6,14,6,9,8,9,8,15,7,80,5,11,11,8,4,15,8,6,15,8,85,78,75,74,74,78,77,75,75,83,82,82,82,79,79,79,86,81,80,80,88,82,86,1,0,1,0,0,0,0,1,0,0,1,72,80,71,64,73,77,71,79,90,88,0,67,71,63,71,56,80,73,71,82,77,0,74,76,69,73,69,80,77,75,84,80,0,69,80,63,71,67,82,83,84,91,87,0,82,76,80,75,87,41,74,69,32,37,0,81,80,77,88,81,69,80,83,64,53,0,6,11,8,7,10,15,5,15,11,7,84,10,11,9,5,9,13,7,13,12,10,87,9,14,6,8,5,5,7,10,6,8,69,12,8,10,14,8,10,10,15,8,10,86,7,11,14,15,6,13,7,13,8,4,88,82,80,79,78,82,81,80,80,88,83,86
Iceland,Netherlands,2,0,UEFA Euro qualification,FALSE,646,1456,71,67,68,67,72,70,69,67,77,75,57,0,0,0,1,1,1,0,0,0,0,0,69,68,49,61,67,76,78,74,68,69,0,39,61,40,56,70,69,68,59,80,80,0,47,65,42,62,72,65,63,63,77,60,0,42,68,40,58,69,73,71,67,73,70,0,72,63,69,64,63,48,31,61,51,32,0,78,76,75,79,81,70,72,69,66,65,0,8,10,8,6,6,6,9,12,12,5,57,7,5,7,5,7,5,6,5,7,14,58,5,15,8,5,12,13,13,8,9,15,54,8,9,10,9,7,9,13,11,14,14,56,11,8,13,15,13,7,5,9,11,10,60,71,68,68,67,72,70,69,68,76,75,57,79,78,79,77,84,81,81,81,90,88,79,0,0,1,0,0,1,0,1,1,1,0,61,66,66,85,75,67,71,53,93,74,0,59,47,51,63,80,72,51,78,86,90,0,60,62,73,71,87,79,72,81,83,82,0,59,67,75,75,84,76,72,81,92,83,0,81,79,74,73,48,75,78,37,32,33,0,82,75,77,75,63,83,82,63,64,68,0,11,8,11,10,9,7,2,11,10,9,82,9,10,8,14,5,12,4,11,8,10,74,8,7,9,6,13,11,2,5,11,5,76,11,14,13,5,11,6,2,15,5,7,78,7,13,9,6,12,7,4,13,15,8,83,79,78,77,77,84,81,81,81,90,88,79
Norway,Bulgaria,2,1,UEFA Euro qualification,FALSE,421,570,74,74,72,72,75,75,74,72,76,72,72,0,1,0,0,0,0,0,1,1,0,0,33,58,81,72,78,68,68,70,76,85,0,41,52,65,66,68,51,60,64,79,71,0,50,59,69,68,71,69,72,72,63,63,0,44,56,70,72,72,65,77,76,74,79,0,75,75,68,69,73,78,63,62,36,39,0,80,76,73,78,81,78,71,74,63,55,0,7,13,12,7,21,13,6,8,5,14,75,13,5,9,6,21,7,12,9,8,7,68,9,5,9,8,27,8,10,15,7,8,78,8,10,14,13,23,12,5,14,15,13,68,13,12,7,15,22,9,6,7,7,6,78,74,74,73,72,75,75,74,74,76,74,72,69,68,68,67,73,71,70,69,81,77,72,0,1,1,0,0,1,1,0,0,0,0,74,74,69,72,57,76,91,71,64,80,0,59,50,54,59,62,69,63,61,82,74,0,65,60,62,58,73,69,63,68,80,77,0,70,64,59,64,72,70,75,68,80,74,0,64,67,67,68,72,60,38,68,32,47,0,77,75,69,69,73,63,58,66,62,70,0,5,5,14,8,12,14,13,12,15,13,74,14,14,10,11,5,11,9,15,6,6,72,14,14,7,13,11,8,11,13,9,6,66,6,15,6,12,6,13,7,12,8,14,64,8,9,7,7,15,10,8,12,15,7,78,69,68,68,67,73,71,70,69,81,76,72
Denmark,Portugal,0,1,UEFA Euro qualification,FALSE,833,1150,80,75,75,74,81,75,75,75,82,76,77,0,1,0,0,1,0,0,0,0,0,0,66,54,58,62,73,77,77,69,81,67,0,44,44,70,55,65,71,70,67,72,77,0,62,60,67,69,66,71,75,76,83,77,0,53,60,70,63,61,81,73,75,83,78,0,82,76,75,75,83,35,70,53,47,52,0,78,78,77,75,77,60,73,65,55,60,0,6,14,5,7,13,12,10,9,9,15,82,10,12,13,13,9,13,8,7,14,15,76,13,14,8,5,13,5,9,14,7,8,74,10,7,13,15,14,13,12,15,7,11,74,15,10,5,14,13,14,12,10,6,10,79,80,75,75,74,77,76,75,75,82,76,77,83,80,79,79,83,82,80,80,92,81,81,0,0,1,0,0,0,1,0,0,0,0,73,64,80,85,74,85,68,63,93,84,0,51,60,65,58,75,76,72,67,93,79,0,58,60,73,72,83,81,82,78,81,79,0,59,64,79,75,82,84,78,73,91,86,0,84,80,75,75,71,33,75,69,32,27,0,83,84,76,77,72,56,74,77,79,64,0,8,14,6,11,13,7,15,6,7,5,82,15,12,12,13,15,11,6,8,11,10,79,5,15,15,9,15,6,8,12,15,13,78,9,8,14,9,13,11,7,8,14,6,79,10,14,13,6,13,5,14,14,11,6,84,83,80,79,79,83,82,80,80,92,82,81
Finland,Romania,0,2,UEFA Euro qualification,FALSE,491,837,70,68,66,66,76,72,67,69,79,75,73,0,0,0,0,1,0,0,1,0,0,0,68,61,76,49,67,70,80,32,77,78,0,55,58,53,52,49,70,63,60,73,67,0,54,62,61,64,67,73,66,65,80,75,0,55,65,70,57,70,72,72,53,80,77,0,70,66,61,64,76,29,61,67,55,66,0,76,65,75,82,74,69,69,79,71,79,0,9,15,2,8,10,13,5,6,14,12,76,13,8,2,10,8,8,6,8,9,10,69,5,5,2,12,13,12,5,11,12,7,68,7,6,2,11,14,6,12,14,5,8,72,12,5,2,14,6,13,7,13,9,5,76,70,67,66,66,75,72,69,69,77,75,73,74,74,73,70,74,73,76,77,77,72,74,0,0,1,0,0,0,0,1,0,0,0,68,61,73,64,74,69,81,78,76,82,0,52,48,57,29,71,52,65,55,71,66,0,60,56,70,42,71,67,59,60,78,66,0,51,60,66,51,72,56,66,66,81,75,0,75,75,73,72,38,73,77,81,40,36,0,79,79,72,73,60,76,74,78,52,57,0,9,9,8,15,12,7,6,8,13,13,71,7,8,12,8,13,6,10,11,7,8,73,14,15,10,15,13,11,9,11,8,14,75,8,14,15,13,11,7,13,5,8,10,78,12,10,8,6,12,6,12,12,9,11,74,74,74,73,70,74,73,73,72,78,73,74
Germany,Republic of Ireland,1,1,UEFA Euro qualification,FALSE,1765,506,86,85,83,81,88,87,86,85,86,86,90,0,0,0,0,0,0,1,0,0,0,0,66,77,31,66,61,76,74,58,91,81,0,59,50,41,56,81,56,74,81,86,84,0,75,66,57,68,85,84,86,89,84,82,0,71,69,48,66,82,83,87,84,86,80,0,88,83,87,85,78,87,27,58,33,46,0,78,82,76,82,80,67,58,69,65,72,0,15,7,12,13,14,11,6,10,12,6,87,6,12,13,7,14,12,14,11,12,7,85,10,15,5,8,13,5,10,13,13,11,92,5,6,12,14,13,14,6,7,13,14,90,6,5,8,15,11,5,14,10,11,14,86,86,85,83,82,88,87,86,86,87,86,90,75,74,73,72,79,79,76,76,79,78,74,0,0,1,0,0,0,0,0,0,0,0,52,23,64,67,73,81,60,64,68,86,0,32,42,60,56,67,67,67,65,81,70,0,57,35,56,66,76,71,78,73,73,71,0,54,35,58,64,76,77,70,77,82,85,0,78,75,74,74,78,79,74,48,31,41,0,72,75,74,74,80,78,74,60,68,65,0,8,13,13,12,12,5,14,15,10,9,71,13,6,6,5,11,15,6,8,8,8,72,12,14,11,13,8,10,11,9,12,11,71,9,9,13,6,10,13,14,10,13,12,78,13,14,11,8,13,7,5,13,15,5,74,75,74,73,73,79,77,76,76,79,78,74
Greece,Northern Ireland,0,2,UEFA Euro qualification,FALSE,1052,435,82,78,76,74,72,74,75,74,78,75,74,0,0,0,0,0,0,1,0,1,0,0,78,67,79,76,75,76,83,76,63,87,0,52,44,27,52,70,62,63,68,79,78,0,61,53,45,67,74,70,69,72,62,70,0,65,51,58,69,76,70,84,76,76,75,0,84,77,78,74,51,74,25,55,29,40,0,82,84,80,77,69,73,55,73,77,72,0,6,10,8,8,4,9,9,13,11,11,76,8,9,6,13,8,7,4,8,6,6,71,5,11,8,7,5,6,6,12,9,10,70,12,8,15,8,14,12,12,8,7,12,79,5,9,12,8,13,12,14,6,15,6,74,82,78,76,74,75,74,74,74,78,75,74,73,72,67,65,79,71,72,67,74,76,69,0,0,0,0,0,0,0,0,1,0,0,54,32,67,69,74,59,76,67,66,74,0,42,34,29,42,31,53,70,62,72,64,0,49,51,52,55,58,67,66,71,79,78,0,41,51,53,60,51,61,75,66,73,76,0,74,75,67,67,81,74,46,55,50,66,0,75,70,70,68,74,72,77,65,63,74,0,5,7,7,12,11,12,12,15,10,8,71,10,5,5,11,15,9,14,15,12,6,70,11,15,11,5,15,7,11,6,5,12,67,9,11,8,14,14,5,8,6,15,8,64,12,10,12,14,7,13,10,11,6,10,71,73,72,67,67,73,71,71,69,74,74,69
Japan,Brazil,0,4,Friendly,TRUE,557,1291,74,73,72,71,76,75,75,74,83,79,74,0,0,0,0,0,0,0,0,0,1,0,77,77,77,70,87,71,76,65,82,74,0,51,46,48,40,54,57,66,52,73,73,0,71,70,67,46,72,71,77,75,76,82,0,76,74,67,60,75,74,79,72,88,79,0,72,71,71,71,72,75,27,71,32,62,0,60,68,72,74,69,73,46,71,49,68,0,9,6,12,11,11,15,14,9,11,2,78,12,14,7,15,12,14,9,11,9,2,68,15,6,10,7,7,13,11,9,8,4,71,14,7,9,5,12,15,6,14,9,4,69,15,12,8,12,14,6,9,8,13,2,83,76,74,72,71,76,75,75,74,81,79,74,83,82,82,83,84,87,82,81,86,83,82,0,1,1,0,0,0,0,0,0,1,1,86,72,81,76,81,78,71,88,90,85,0,70,58,67,49,75,57,81,69,80,87,0,79,72,78,56,80,72,83,77,72,80,0,83,72,84,57,85,72,85,82,92,81,0,76,83,77,84,43,90,63,79,30,43,0,68,82,79,79,44,80,73,73,58,86,0,5,10,12,12,12,9,9,12,9,6,83,11,6,5,6,10,12,11,6,9,10,77,9,11,5,10,15,5,13,9,15,7,67,6,12,5,13,12,9,7,12,15,11,82,7,13,9,12,12,10,8,9,11,12,82,83,83,83,83,84,84,82,82,86,83,82
